source_file,relative,line_start,line_end,original_text,file_sha256,item_id,event_id,reviewer,verdict,historical_claim,historical_evidence_scope,current_evidence,reason,recommendation
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,20,20,- detect=0high,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0011,WIKI-LEGACY-EVENT-0005,history_filing,historical_only,- detect=0high,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,21,21,- distill=+0entries,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0012,WIKI-LEGACY-EVENT-0005,history_filing,historical_only,- distill=+0entries,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,22,22,- judgment=1companies,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0013,WIKI-LEGACY-EVENT-0005,history_filing,historical_only,- judgment=1companies,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,24,24,"## [2026-04-24 22:57] INFO evolve | scheduler schema进化: 8 指标, 建议 424 chars",df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0014,WIKI-LEGACY-EVENT-0006,history_filing,superseded,"## [2026-04-24 22:57] INFO evolve | scheduler schema进化: 8 指标, 建议 424 chars",原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,CLAUDE148–172; context ledger,"Schema evolution measures metrics and generated character count, not correctness of suggested actions. CLAUDE current stale suggestions illustrate lifecycle handoff risk.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,26,26,## [2026-04-24 22:57] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0015,WIKI-LEGACY-EVENT-0007,history_filing,historical_only,## [2026-04-24 22:57] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,27,27,- elapsed=7s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0016,WIKI-LEGACY-EVENT-0007,history_filing,historical_only,- elapsed=7s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,28,28,- schema_evolve=8metrics/424chars,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0017,WIKI-LEGACY-EVENT-0007,history_filing,historical_only,- schema_evolve=8metrics/424chars,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,30,30,## [2026-04-24 23:26] INFO query | Query answer saved: 测试问题？ -> 中微公司,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0018,WIKI-LEGACY-EVENT-0008,history_filing,historical_only,## [2026-04-24 23:26] INFO query | Query answer saved: 测试问题？ -> 中微公司,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,tests/unit/test_query.py217–251; current test_wiki scope; no production replay,"879 exact repeated test-question save events and one concept-page save are historical side effects, not independent research evidence. Current test explicitly checks temp-root log, so historical contamination does not establish current test escape.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,32,32,## [2026-04-25 07:31] INFO query | Query answer saved: 测试问题？ -> 中微公司,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0019,WIKI-LEGACY-EVENT-0009,history_filing,historical_only,## [2026-04-25 07:31] INFO query | Query answer saved: 测试问题？ -> 中微公司,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,tests/unit/test_query.py217–251; current test_wiki scope; no production replay,"879 exact repeated test-question save events and one concept-page save are historical side effects, not independent research evidence. Current test explicitly checks temp-root log, so historical contamination does not establish current test escape.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,34,34,## [2026-04-25 07:31] INFO query | Query answer saved: 测试问题？ -> 中微公司,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0020,WIKI-LEGACY-EVENT-0010,history_filing,historical_only,## [2026-04-25 07:31] INFO query | Query answer saved: 测试问题？ -> 中微公司,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,tests/unit/test_query.py217–251; current test_wiki scope; no production replay,"879 exact repeated test-question save events and one concept-page save are historical side effects, not independent research evidence. Current test explicitly checks temp-root log, so historical contamination does not establish current test escape.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,36,36,## [2026-04-25 07:32] INFO collect_news | scheduler采集 19 篇新文章,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0021,WIKI-LEGACY-EVENT-0011,history_filing,historical_only,## [2026-04-25 07:32] INFO collect_news | scheduler采集 19 篇新文章,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,22 scheduler sum checks; remaining five older aggregate-only receipts,"Per-company sums match all scheduler collection headers; counts/duplicates do not prove correct identity, relevance, persistence or downstream use; no URL/hash manifest in this telemetry.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,37,37,- 北方华创: +19,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0022,WIKI-LEGACY-EVENT-0011,history_filing,historical_only,- 北方华创: +19,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,22 scheduler sum checks; remaining five older aggregate-only receipts,"Per-company sums match all scheduler collection headers; counts/duplicates do not prove correct identity, relevance, persistence or downstream use; no URL/hash manifest in this telemetry.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,39,39,## [2026-04-25 07:32] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0023,WIKI-LEGACY-EVENT-0012,history_filing,historical_only,## [2026-04-25 07:32] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,40,40,- elapsed=8s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0024,WIKI-LEGACY-EVENT-0012,history_filing,historical_only,- elapsed=8s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,41,41,- collect=+19,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0025,WIKI-LEGACY-EVENT-0012,history_filing,historical_only,- collect=+19,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,43,43,## [2026-04-25 07:49] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0026,WIKI-LEGACY-EVENT-0013,history_filing,historical_only,## [2026-04-25 07:49] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,44,44,- elapsed=0s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0027,WIKI-LEGACY-EVENT-0013,history_filing,historical_only,- elapsed=0s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,45,45,- assess=+0,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0028,WIKI-LEGACY-EVENT-0013,history_filing,historical_only,- assess=+0,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,47,47,## [2026-04-25 07:50] INFO enrich | scheduler投资判断: 1 公司,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0029,WIKI-LEGACY-EVENT-0014,history_filing,superseded,## [2026-04-25 07:50] INFO enrich | scheduler投资判断: 1 公司,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,AGENTS BOUNDARY-0; original dated counts retained,"Old assessment/judgment/compression write counts are retired research functionality, not current source platform acceptance; compression size reduction does not demonstrate preserved evidence.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,49,49,## [2026-04-25 07:50] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0030,WIKI-LEGACY-EVENT-0015,history_filing,historical_only,## [2026-04-25 07:50] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,50,50,- elapsed=0s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0031,WIKI-LEGACY-EVENT-0015,history_filing,historical_only,- elapsed=0s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,51,51,- judgment=1companies,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0032,WIKI-LEGACY-EVENT-0015,history_filing,historical_only,- judgment=1companies,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,53,53,"## [2026-04-25 07:52] INFO lint | scheduler矛盾检测: 200 潜在, 0 高置信度",df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0033,WIKI-LEGACY-EVENT-0016,history_filing,historical_only,"## [2026-04-25 07:52] INFO lint | scheduler矛盾检测: 200 潜在, 0 高置信度",原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,55,55,## [2026-04-25 07:52] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0034,WIKI-LEGACY-EVENT-0017,history_filing,historical_only,## [2026-04-25 07:52] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,56,56,- elapsed=78s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0035,WIKI-LEGACY-EVENT-0017,history_filing,historical_only,- elapsed=78s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,57,57,- detect=0high,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0036,WIKI-LEGACY-EVENT-0017,history_filing,historical_only,- detect=0high,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,59,59,## [2026-04-25 07:52] INFO scheduler | 调度周期完成,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0037,WIKI-LEGACY-EVENT-0018,history_filing,historical_only,## [2026-04-25 07:52] INFO scheduler | 调度周期完成,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,60,60,- elapsed=0s,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0038,WIKI-LEGACY-EVENT-0018,history_filing,historical_only,- elapsed=0s,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,61,61,- distill=+0entries,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0039,WIKI-LEGACY-EVENT-0018,history_filing,historical_only,- distill=+0entries,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,original Apr22 7075–7194; current source-only different worker reviewed separately,"Cycle completed is control flow completion, not all tasks successful: old Apr22 repeatedly processed files with zero added entries and 1–5 errors; no attempt ID lets adjacent concurrent events correlate reliably.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log.md,log.md,63,63,## [2026-04-25 07:52] INFO enrich | scheduler投资判断: 233 公司,df59049403825cb23593818d2b7b23606eead2ee85d6399954df98932efe9eb9,WIKI-LEGACY-BIZ-0040,WIKI-LEGACY-EVENT-0019,history_filing,superseded,## [2026-04-25 07:52] INFO enrich | scheduler投资判断: 233 公司,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,AGENTS BOUNDARY-0; original dated counts retained,"Old assessment/judgment/compression write counts are retired research functionality, not current source platform acceptance; compression size reduction does not demonstrate preserved evidence.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
