source_file,relative,line_start,line_end,original_text,file_sha256,item_id,reviewer,verdict,historical_claim,historical_evidence_scope,current_evidence,reason,recommendation,manual_semantic_range
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,6,6,- 日期：2026-08-06,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0011,history_filing,historical_only,- 日期：2026-08-06,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,7,7,"- 内容：G:（Google Drive for Desktop 虚拟盘，DriveType=3/FAT32）报告的 Size（510,913,744,896 字节）与 Free 与 C: **逐字节一致**；云端配额缓存（driveway_account protobuf，当日 16:31 更新）显示配额 2 TiB、已用 ~87.8 GB（含 Gmail/Photos 等全部服务）、剩余 ~1.92 TiB。",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0012,history_filing,historical_only,"- 内容：G:（Google Drive for Desktop 虚拟盘，DriveType=3/FAT32）报告的 Size（510,913,744,896 字节）与 Free 与 C: **逐字节一致**；云端配额缓存（driveway_account protobuf，当日 16:31 更新）显示配额 2 TiB、已用 ~87.8 GB（含 Gmail/Photos 等全部服务）、剩余 ~1.92 TiB。",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,8,8,- 影响：释放 C: 即自动恢复 G: 剩余空间；Gmail/相册不是问题。,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0013,history_filing,historical_only,- 影响：释放 C: 即自动恢复 G: 剩余空间；Gmail/相册不是问题。,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,10,10,## 发现 2：C: 盘 475.7 GB 占用构成（治理前）,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0014,history_filing,historical_only,## 发现 2：C: 盘 475.7 GB 占用构成（治理前）,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,11,11,- 日期：2026-08-06,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0015,history_filing,historical_only,- 日期：2026-08-06,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,12,12,- 内容：Users 356.7 GB（.local 130.1 → opencode 快照 127.5；Projects 117.6 → company-wiki 82.8 + company-wiki-backups 24.3；AppData 54.2；OneDrive 26.0；Dropbox 18.3）；Windows 69.7；Program Files+ProgramData 31.8；pagefile+hiberfil 14.3；其余 ~5。,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0016,history_filing,historical_only,- 内容：Users 356.7 GB（.local 130.1 → opencode 快照 127.5；Projects 117.6 → company-wiki 82.8 + company-wiki-backups 24.3；AppData 54.2；OneDrive 26.0；Dropbox 18.3）；Windows 69.7；Program Files+ProgramData 31.8；pagefile+hiberfil 14.3；其余 ~5。,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,13,13,- 影响：定位清理对象；已完成清理见 progress.md。,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0017,history_filing,historical_only,- 影响：定位清理对象；已完成清理见 progress.md。,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,15,15,## 发现 3：opencode 快照 = 内部 git 仓库，默认开启，按步骤快照整个工作区,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0018,history_filing,historical_only,## 发现 3：opencode 快照 = 内部 git 仓库，默认开启，按步骤快照整个工作区,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,16,16,- 日期：2026-08-06,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0019,history_filing,historical_only,- 日期：2026-08-06,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,17,17,- 内容：`~/.local/share/opencode/snapshot/{session}` 是 git 对象库；`config` 的 worktree 指向 company-wiki；单会话 d9d2f124（7/28–8/3）产生 73 个 pack（90.3 GB）+ 50 个中断残留 tmp_pack（36.8 GB，git count-objects 判定为 garbage）= 127.5 GB。官方文档：snapshot 默认开启、用于 /undo、大型仓库会显著占用磁盘。,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0020,history_filing,historical_only,- 内容：`~/.local/share/opencode/snapshot/{session}` 是 git 对象库；`config` 的 worktree 指向 company-wiki；单会话 d9d2f124（7/28–8/3）产生 73 个 pack（90.3 GB）+ 50 个中断残留 tmp_pack（36.8 GB，git count-objects 判定为 garbage）= 127.5 GB。官方文档：snapshot 默认开启、用于 /undo、大型仓库会显著占用磁盘。,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,18,18,"- 影响：已删除该会话快照（释放 127.5 GB）；防复发：opencode.json 设 `""snapshots"": false` 或把大目录加入 .gitignore。",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0021,history_filing,historical_only,"- 影响：已删除该会话快照（释放 127.5 GB）；防复发：opencode.json 设 `""snapshots"": false` 或把大目录加入 .gitignore。",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,20,20,## 发现 4：catalog.sqlite3 43.9 GB 构成（实测估算）,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0022,history_filing,historical_only,## 发现 4：catalog.sqlite3 43.9 GB 构成（实测估算）,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,21,21,- 日期：2026-08-06,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0023,history_filing,historical_only,- 日期：2026-08-06,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,22,22,"- 内容：page_count=11,530,002 × 4KB = 43.98 GB；freelist=0（无空洞，VACUUM 无效）。sources 表无 blob（只存 sha256/byte_size/mime/first_seen），**PDF 从不入库**。证据行内容 ~30.4 GB：span_json 平均 799 B × 25,985,291 ≈ 20.8 GB；URN+locator+parser 字段平均 364 B ≈ 9.5 GB；raw_text 平均 ~8 B ≈ 0.2 GB；其余 ~13.5 GB 为索引/页结构（span_id 主键 + UNIQUE(source_id,locator) + B-tree 页头）。",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0024,history_filing,historical_only,"- 内容：page_count=11,530,002 × 4KB = 43.98 GB；freelist=0（无空洞，VACUUM 无效）。sources 表无 blob（只存 sha256/byte_size/mime/first_seen），**PDF 从不入库**。证据行内容 ~30.4 GB：span_json 平均 799 B × 25,985,291 ≈ 20.8 GB；URN+locator+parser 字段平均 364 B ≈ 9.5 GB；raw_text 平均 ~8 B ≈ 0.2 GB；其余 ~13.5 GB 为索引/页结构（span_id 主键 + UNIQUE(source_id,locator) + B-tree 页头）。",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,23,23,"- 影响：空间大头是""单元格级拆解 + JSON 冗余 + 双重索引""，非二进制 blob。",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0025,history_filing,historical_only,"- 影响：空间大头是""单元格级拆解 + JSON 冗余 + 双重索引""，非二进制 blob。",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,25,25,"## 发现 5：evidence_spans 只覆盖 3,272 份文档，平均 ~8,000 span/文档",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0026,history_filing,historical_only,"## 发现 5：evidence_spans 只覆盖 3,272 份文档，平均 ~8,000 span/文档",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,26,26,- 日期：2026-08-06,d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0027,history_filing,historical_only,- 日期：2026-08-06,原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
C:\Users\郑曾波\Projects\company-wiki\docs\plans\catalog-space-remediation\findings.md,docs/plans/catalog-space-remediation/findings.md,27,27,"- 内容：25,985,291 行 span 的 DISTINCT document_id = 3,272（documents 共 23,564）；completed 文档（2,704）对应 ~22.25M span → 平均 ~8,230 span/文档（财报逐页逐段落逐表格单元格拆解）。locator 样例：`loc:v1/page:1/table:0/row:6/column:1`。",d707f7af9031891111751a7aad67ffb72a8ad7517b66b34a43bbd06e8e524b9f,WIKI-LEGACY-SPECIAL-0028,history_filing,historical_only,"- 内容：25,985,291 行 span 的 DISTINCT document_id = 3,272（documents 共 23,564）；completed 文档（2,704）对应 ~22.25M span → 平均 ~8,230 span/文档（财报逐页逐段落逐表格单元格拆解）。locator 样例：`loc:v1/page:1/table:0/row:6/column:1`。",原文及所属阶段时间/配置/样本范围；不继承已PASS结论,原文有日期的历史叙述；本轮不重跑生产、不以本轮测试反向证明当日计数/耗时/完整范围,旧磁盘/DB/计数/配置快照仅历史；抽样估计与全量数量不同粒度，未知问题未因此关闭。本轮不扫描个人磁盘/大表。,保留原始历史版本；将局部实现、生产消费和退休设计分别追踪，具体缺口见review.md,docs/plans/catalog-space-remediation/findings.md:1-63
