source_file,relative,line_start,line_end,original_text,file_sha256,canonical,canonical_line_start,canonical_line_end,mapping,item_id,reviewer,verdict,reason,current_evidence,canonical_semantic_review,recommendation
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,19,19,- **Status:** complete,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,248,248,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0011,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0164', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,21,21,### Phase 2: 重建数据管道 — 三层架构,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,250,250,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0012,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,22,22,- [x] 新建 build_extracts.py (PDF→完整MD),bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,251,251,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0013,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0165', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,23,23,- [x] 新建 tag_segments.py (MD→标签化分段),bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,252,252,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0014,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0166', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,24,24,- [x] 适配 ingest_v2 支持 --source=segments,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,253,253,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0015,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0167', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,25,25,- [x] 接入 scheduler 管道,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,254,254,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0016,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0168', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,26,26,- **Status:** complete,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,255,255,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0017,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0169', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,28,28,### Phase 3: 交付用户价值,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,257,257,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0018,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,29,29,- [x] 压缩超大 wiki 页面,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,258,258,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0019,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0170', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,30,30,- [x] LLM 投资判断,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,259,259,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0020,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0171', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,31,31,- [x] 补全综合评估,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,260,260,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0021,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0172', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,32,32,- [x] 新闻采集均衡化,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,261,261,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0022,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0173', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,33,33,- **Status:** complete,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,262,262,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0023,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0174', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,35,35,### Phase 4: 构建反馈闭环,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,264,264,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0024,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,36,36,- [x] 矛盾→标记→审核链路,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,265,265,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0025,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0175', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,37,37,- [x] lint→自动修复链路,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,266,266,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0026,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0176', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,38,38,- [x] state_store 写入端,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,267,267,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0027,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0177', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
