source_file,relative,line_start,line_end,original_text,file_sha256,item_id,reviewer,verdict,historical_claim,historical_evidence_scope,current_evidence,reason,recommendation,manual_semantic_range
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,40,40,- `companies/{公司名}/raw/` — （可选）旧版按类型分的子目录，新文件直接存公司根目录,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0018,history_filing,insufficient_evidence,- `companies/{公司名}/raw/` — （可选）旧版按类型分的子目录，新文件直接存公司根目录,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,41,41,- `companies/{公司名}/wiki/` — legacy 主题时间线，只读兼容或 source-oriented projection,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0019,history_filing,insufficient_evidence,- `companies/{公司名}/wiki/` — legacy 主题时间线，只读兼容或 source-oriented projection,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,42,42,- `sectors/{行业名}/raw/` — 行业原始文档,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0020,history_filing,insufficient_evidence,- `sectors/{行业名}/raw/` — 行业原始文档,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,43,43,- `sectors/{行业名}/wiki/` — legacy 行业页面，只读兼容或 source-oriented projection,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0021,history_filing,insufficient_evidence,- `sectors/{行业名}/wiki/` — legacy 行业页面，只读兼容或 source-oriented projection,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,44,44,- `themes/{主题名}/` — 跨行业主题信息,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0022,history_filing,insufficient_evidence,- `themes/{主题名}/` — 跨行业主题信息,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,45,45,- `config.yaml` — 全局配置（公司列表、问题清单等）,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0023,history_filing,insufficient_evidence,- `config.yaml` — 全局配置（公司列表、问题清单等）,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,46,46,- `index.md` — 全局索引,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0024,history_filing,insufficient_evidence,- `index.md` — 全局索引,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,47,47,- `log.md` — 操作日志（append-only）,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0025,history_filing,insufficient_evidence,- `log.md` — 操作日志（append-only）,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,49,49,文件来源：,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0026,history_filing,insufficient_evidence,文件来源：,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,50,50,- `collect_news.py` → 新闻存入 `companies/{name}/raw/news/*.md`,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0027,history_filing,insufficient_evidence,- `collect_news.py` → 新闻存入 `companies/{name}/raw/news/*.md`,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,51,51,- `StockInfoDownloader` → 财报/研报直接存入 `companies/{name}/*.pdf`,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0028,history_filing,insufficient_evidence,- `StockInfoDownloader` → 财报/研报直接存入 `companies/{name}/*.pdf`,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,52,52,- `ingest.py` → 扫描 `companies/{name}/` 下所有非 wiki 文件,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0029,history_filing,insufficient_evidence,- `ingest.py` → 扫描 `companies/{name}/` 下所有非 wiki 文件,原文完整阅读；现行规范与历史上下文分开,wiki GP002/doctor审查；filing FC805 v2 shadow关闭fixture,configdoctor声称发现配置问题及旧目录直接公司根/new raw可选仍与现代canonical/raw和注册adapter要求有缝；仅文档规范不证明runtime配置正确。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:31-52
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,56,56,仅在维护既有只读页面或 source-oriented projection 时使用下列格式。禁止据此新建投资分析、估值、综合判断或正式报告页面。,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0030,history_filing,supported_scoped,仅在维护既有只读页面或 source-oriented projection 时使用下列格式。禁止据此新建投资分析、估值、综合判断或正式报告页面。,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,58,58,每个 legacy wiki 文档必须包含：,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0031,history_filing,supported_scoped,每个 legacy wiki 文档必须包含：,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,61,71,"```yaml
---
title: {文档标题}
description: {一行摘要，≤80字，用于 index.md 展示}
entity: {所属实体名}
type: company_topic | sector_topic | theme_topic | overview | concept | comparison | synthesis
last_updated: YYYY-MM-DD
sources_count: N
tags: [tag1, tag2]
---
```",d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0032,history_filing,supported_scoped,"```yaml
---
title: {文档标题}
description: {一行摘要，≤80字，用于 index.md 展示}
entity: {所属实体名}
type: company_topic | sector_topic | theme_topic | overview | concept | comparison | synthesis
last_updated: YYYY-MM-DD
sources_count: N
tags: [tag1, tag2]
---
```",原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,73,73,`description` 为可选字段。如果省略，generate_index.py 会自动从正文提取摘要。,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0033,history_filing,supported_scoped,`description` 为可选字段。如果省略，generate_index.py 会自动从正文提取摘要。,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,77,77,| type | 用途 | 典型来源 |,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0034,history_filing,supported_scoped,| type | 用途 | 典型来源 |,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,79,79,| `company_topic` | 公司动态/相关动态 | ingest 新闻、财报 |,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0035,history_filing,supported_scoped,| `company_topic` | 公司动态/相关动态 | ingest 新闻、财报 |,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,80,80,| `sector_topic` | 行业概览 | ingest 跨公司信息 |,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0036,history_filing,supported_scoped,| `sector_topic` | 行业概览 | ingest 跨公司信息 |,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,81,81,| `theme_topic` | 跨行业主题 | ingest 跨行业信息 |,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0037,history_filing,supported_scoped,| `theme_topic` | 跨行业主题 | ingest 跨行业信息 |,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
C:\Users\郑曾波\Projects\company-wiki\AGENTS.md,AGENTS.md,82,82,| `overview` | 实体总览 | LLM 生成 |,d7daf574abb2bc97a1947ed62df31f0227b872ef339a5a4ae869abb8ced0927a,WIKI-LEGACY-CONTEXT-0038,history_filing,supported_scoped,| `overview` | 实体总览 | LLM 生成 |,原文完整阅读；现行规范与历史上下文分开,AGENTS BOUNDARY-0；root archive审查codegraph证据,现行source-only边界明确退役研究writer；规则是规范而非每条实现已达成。历史技术架构说明与当前保留模块相符。,统一活动入口边界，保留历史但标明superseded；不得把历史数量当当前真值,AGENTS.md:1-205
