sample,utc,local,mtime_ns_catalog,mtime_ns_shm,mtime_ns_wal,size_catalog,size_shm,size_wal,matching_processes
32,2026-09-11T20:42:53.647Z,2026-09-11 21:42:53.647,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
33,2026-09-11T20:43:08.856Z,2026-09-11 21:43:08.856,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
34,2026-09-11T20:43:24.038Z,2026-09-11 21:43:24.038,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
35,2026-09-11T20:43:39.220Z,2026-09-11 21:43:39.220,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
36,2026-09-11T20:43:54.402Z,2026-09-11 21:43:54.402,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
37,2026-09-11T20:44:09.554Z,2026-09-11 21:44:09.554,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
38,2026-09-11T20:44:24.719Z,2026-09-11 21:44:24.719,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
39,2026-09-11T20:44:39.879Z,2026-09-11 21:44:39.879,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
40,2026-09-11T20:44:55.049Z,2026-09-11 21:44:55.049,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
41,2026-09-11T20:45:10.253Z,2026-09-11 21:45:10.253,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
42,2026-09-11T20:45:25.437Z,2026-09-11 21:45:25.437,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
43,2026-09-11T20:45:40.705Z,2026-09-11 21:45:40.705,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
44,2026-09-11T20:45:55.941Z,2026-09-11 21:45:55.941,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
45,2026-09-11T20:46:11.186Z,2026-09-11 21:46:11.186,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
46,2026-09-11T20:46:26.423Z,2026-09-11 21:46:26.423,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
47,2026-09-11T20:46:41.625Z,2026-09-11 21:46:41.625,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
48,2026-09-11T20:46:56.843Z,2026-09-11 21:46:56.843,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
49,2026-09-11T20:47:12.040Z,2026-09-11 21:47:12.040,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
50,2026-09-11T20:47:27.322Z,2026-09-11 21:47:27.322,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
51,2026-09-11T20:47:42.572Z,2026-09-11 21:47:42.572,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
52,2026-09-11T20:47:57.805Z,2026-09-11 21:47:57.805,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
53,2026-09-11T20:48:12.998Z,2026-09-11 21:48:12.998,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
54,2026-09-11T20:48:28.175Z,2026-09-11 21:48:28.175,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
55,2026-09-11T20:48:43.606Z,2026-09-11 21:48:43.606,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
56,2026-09-11T20:48:58.870Z,2026-09-11 21:48:58.870,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
57,2026-09-11T20:49:14.133Z,2026-09-11 21:49:14.133,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
58,2026-09-11T20:49:29.349Z,2026-09-11 21:49:29.349,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
59,2026-09-11T20:49:44.540Z,2026-09-11 21:49:44.540,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
60,2026-09-11T20:49:59.898Z,2026-09-11 21:49:59.898,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
61,2026-09-11T20:50:15.086Z,2026-09-11 21:50:15.086,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
62,2026-09-11T20:50:30.309Z,2026-09-11 21:50:30.309,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
63,2026-09-11T20:50:45.668Z,2026-09-11 21:50:45.668,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
64,2026-09-11T20:51:00.938Z,2026-09-11 21:51:00.938,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
65,2026-09-11T20:51:16.151Z,2026-09-11 21:51:16.151,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
66,2026-09-11T20:51:31.339Z,2026-09-11 21:51:31.339,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
67,2026-09-11T20:51:46.541Z,2026-09-11 21:51:46.541,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
68,2026-09-11T20:52:01.738Z,2026-09-11 21:52:01.738,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
69,2026-09-11T20:52:16.954Z,2026-09-11 21:52:16.954,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
70,2026-09-11T20:52:32.137Z,2026-09-11 21:52:32.137,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
71,2026-09-11T20:52:47.351Z,2026-09-11 21:52:47.351,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
72,2026-09-11T20:53:02.621Z,2026-09-11 21:53:02.621,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
73,2026-09-11T20:53:17.806Z,2026-09-11 21:53:17.806,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
74,2026-09-11T20:53:33.010Z,2026-09-11 21:53:33.010,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
75,2026-09-11T20:53:48.224Z,2026-09-11 21:53:48.224,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
76,2026-09-11T20:54:03.433Z,2026-09-11 21:54:03.433,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
77,2026-09-11T20:54:18.650Z,2026-09-11 21:54:18.650,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
78,2026-09-11T20:54:33.868Z,2026-09-11 21:54:33.868,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
79,2026-09-11T20:54:49.018Z,2026-09-11 21:54:49.018,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
80,2026-09-11T20:55:04.239Z,2026-09-11 21:55:04.239,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
81,2026-09-11T20:55:19.451Z,2026-09-11 21:55:19.451,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
82,2026-09-11T20:55:34.656Z,2026-09-11 21:55:34.656,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
83,2026-09-11T20:55:49.851Z,2026-09-11 21:55:49.851,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
84,2026-09-11T20:56:05.049Z,2026-09-11 21:56:05.049,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
85,2026-09-11T20:56:20.233Z,2026-09-11 21:56:20.233,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
86,2026-09-11T20:56:35.507Z,2026-09-11 21:56:35.507,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
87,2026-09-11T20:56:50.833Z,2026-09-11 21:56:50.833,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
88,2026-09-11T20:57:06.054Z,2026-09-11 21:57:06.054,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
89,2026-09-11T20:57:21.252Z,2026-09-11 21:57:21.252,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
90,2026-09-11T20:57:36.446Z,2026-09-11 21:57:36.446,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
91,2026-09-11T20:57:51.622Z,2026-09-11 21:57:51.622,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
92,2026-09-11T20:58:06.791Z,2026-09-11 21:58:06.791,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
93,2026-09-11T20:58:22.034Z,2026-09-11 21:58:22.034,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
94,2026-09-11T20:58:37.243Z,2026-09-11 21:58:37.243,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
95,2026-09-11T20:58:52.439Z,2026-09-11 21:58:52.439,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
96,2026-09-11T20:59:07.623Z,2026-09-11 21:59:07.623,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
97,2026-09-11T20:59:22.837Z,2026-09-11 21:59:22.837,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
98,2026-09-11T20:59:38.053Z,2026-09-11 21:59:38.053,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
99,2026-09-11T20:59:53.255Z,2026-09-11 21:59:53.255,639244994010727473|639247552076590712|639244994012079376,49677344768|32768|0,
